key	generate	localised_description	localised_title	ui_icon	ui_image	prioritized
pythian_406	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
pythian_410	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
pythian_414	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
pythian_418	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
pythian_422	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
pythian_426	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
pythian_430	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
rom_abundant_fish	true	The gods gift us an abundance of fish from the ocean. The fishermen rejoice, but what should be done with this bounty? 	Abundant Fish 	rom_event_document.png	rom_civ_up.png	false
rom_agrarian_agitator	true	An ambitious politician plans to cause mischief at your expense. He wishes you to deal with debts accrued by some local farmers and has a large amount of support from the people.  	Agrarian Agitator	rom_event_document.png	rom_generic.png	false
rom_banning_corrupt	true	When the rabble speaks the leadership must listen. The people call for purity in their politicians; an end to the lining of their pockets at the cost of Rome's glory.    	Banning the Corrupt	rom_event_document.png	rom_generic.png	false
rom_blockade_bites	true	This settlement is blockaded due to a local struggle. The leading civic figures plead for aid, and help against their oppressors.   	The Blockade Bites 	rom_event_document.png	rom_blockaded.png	false
rom_border_dispute	true	Some merchants are in a trade dispute with our neighbours, slowing down the passage of trade goods and income. Something must be done to return commerce to the area, but just what is the best action to take? 	Border Dispute 	rom_event_document.png	rom_diplomacy.png	false
rom_corrupt_governor	true	The governor of this region is dipping his hand into too many jars, taking far too much from the local populace. 	Corrupt Governor   	rom_event_document.png	rom_politics.png	false
rom_empire_dilemma_carthaginian	false	The civil war is over. The time has come to decide upon a future for Carthage and her people.	Empire or Republic?	rom_event_document.png	east_politics.png	false
rom_empire_dilemma_roman	false	The civil war is over. The time has come to decide a future for the Roman Republic.	Empire or Republic?	rom_event_document.png	rom_politics.png	false
rom_hostile_dispute	true	The streets are alive with prattle at your expense. Your cousin has been involved in an aggressive argument in a public space. The street entertainers are already mocking you.	Hostile Dispute	rom_event_document.png	rom_generic.png	false
rom_hostile_governor	true	The local governor is hostile to your aims. He proclaims loudly to his peers and any who will listen that you know not what you do and he should be in charge of the Legions. 	Hostile Governor	rom_event_document.png	rom_generic.png	false
rom_looting	true	We hail from civilised lands; our soldiers are not barbarians! And yet, this so-called army show us to be worse than goat-herders! They loot and pillage across the countryside, something must be done! 	Looting	rom_event_document.png	agent_raid.png	false
rom_migrating_people	true	There is unrest in the world. Events beyond our borders have driven a great many people to migrate here, but the land can only sustain so many. 	Migrating Peoples 	rom_event_document.png	rom_settlement_lost.png	false
rom_noble_greed	true	The armies are on expedition, expanding the empire's borders. A few opportunist nobles are taking advantage, buying up large tranches of land, leaving none for the soldiers returning from campaign. 	Noble Greed 	rom_event_document.png	rom_politics.png	false
rom_on_the_edge	true	Far from the capital, local governors get rebellious ideas far above their stations; that they would make great kings or powerful warlords. It is the lure of independence…  	On the Edge 	rom_event_document.png	rom_diplomacy.png	false
rom_riots	true	Tax is necessary – it's a shame the public don't always agree. Hence the rioting in this region, but what should be done with the ungrateful rabble? 	Riots 	rom_event_document.png	rom_revolt.png	false
rom_secret_meetings	true	There are rumours abound that in the shadows and forgotten places your political rivals are meeting. Who knows what is being discussed in these secret conclaves? Let us hope it is not you... 	Secret Meetings	rom_event_document.png	rom_generic.png	false
rom_signs_against_us	true	The army is deep in foreign territory, but this is no conquest. They have seen many bad omens, making them anxious, but are the gods actually displeased?  	The Signs are Against Us 	rom_event_document.png	attrition_desert.png	false
rom_slavedriver	true	A local landowner has gained a dubious reputation by treating his slaves harshly to get the most out of them. Owners can use their slaves as they wish, but nothing good can come of continual mistreatment.  	Slavedriver  	rom_event_document.png	agent_rally_slaves.png	false
rom_subject_barb_britons_sacred_sword	true	There are rumours that a sacred sword has been pulled from its stone. The people whisper of a leader whose coming was long foretold.	The Sacred Sword	rom_event_document.png	agent_combat.png	false
rom_subject_barb_creature_1_white_faun	true	Your general has got a pet fawn: the creature is milk-white and follows him around like a loyal dog. He claims it is a gift from the gods of the forest.	The Pale Fawn	rom_event_document.png	barb_celebration.png	false
rom_subject_barb_family_member_1_brotherly_love	true	A member of your family has been murdered by a brother. The killer is insisting that he had no choice: his brother chopped down a sacred tree and used it for firewood!	Brotherly Love	rom_event_document.png	barb_male_agent_killed.png	false
rom_subject_barb_family_member_2_younger_son	false	Following the death of our leader the tribe has chosen his youngest son to succeed him. Angered by this decision, the eldest son is rallying men to his banner.	Younger Sons	rom_event_document.png	barb_funeral.png	false
rom_subject_barb_family_member_3_kidnapped	true	Your general's wife has been kidnapped. The kidnappers have sent word implying that they will trade the woman for gold and other treasures.	Kidnapped	rom_event_document.png	barb_generic.png	false
rom_subject_barb_family_member_3_kidnapped_followup	false	When you arrive to make the exchange the woman walks calmly to her husbands side, takes his sword and decapitates her kidnapper.	Kidnapped	rom_event_document.png	agent_combat.png	false
rom_subject_barb_family_member_4_dead	false	Following the death of our mighty leader we must decide how to honour his memory.	The Remembrance	rom_event_document.png	barb_funeral.png	false
rom_subject_barb_family_member_5_long_lost_flavour	true	A young boy with an uncanny resemblance to a member of your family has appeared. He claims to be the man's son by the daughter of another tribal leader.	Long Lost Son	rom_event_document.png	barb_diplomacy.png	false
rom_subject_barb_family_member_6_unfaithful_woman	true	A member of your family has been unfaithful with one of her husband's shield-bearers. The man is furious and calls for the right to take his wife's life.	The Shield-bearer	rom_event_document.png	barb_diplomacy.png	false
rom_subject_barb_family_member_7_hares	true	A member of your family has been caught hunting sacred hares. The people of the tribe are demanding blood!	Mad as a March Hare	rom_event_document.png	barb_diplomacy.png	false
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	true	A distant member of the family is said to have a pet boar. The creature came to him during a hunt and bowed its head before him. It is said that the huge beast follows the boy everywhere.	Blessed by the gods	rom_event_document.png	barb_celebration.png	false
rom_subject_barb_profession_1_chariot	true	A chariotmaker has built a forge and, if the rumours are true, his work could rival that of the Smith-God!	The Smith Reborn	rom_event_document.png	barb_civ_up.png	false
rom_subject_barb_religious_1_looters	true	A Roman soldier has been found looting offerings from our sacred lake! What should be done with him?	Looters!	rom_event_document.png	barb_diplomacy.png	false
rom_subject_barb_religious_2_talking_head	true	The head of an enemy warrior, taken in battle, has started talking to its owner. It repeatedly speaks of the doom of our people.	Talking Heads	rom_event_document.png	barb_land_defeat.png	false
rom_subject_barb_religious_3_drought	true	Our lands are wracked with drought! We must do something to appease the gods!	Parched Earth	rom_event_document.png	disaster_famine.png	false
rom_subject_barb_religious_4_hag	true	A hag has been spotted rising from the mists of a stream. The local people fear she may be a sign from the gods: a sign of terrible misfortune to come.	From the Mists	rom_event_document.png	attrition_swamp.png	false
rom_subject_barb_religious_5_the_hunt	true	A group of warriors are preparing to ride out for the hunt. We should make offerings for their safe return and a successful chase!	A Bountiful Hunt	rom_event_document.png	barb_generic.png	false
rom_subject_barb_the_hunt	true	There are rumours that "the Hunt" has been heard. The people fear divine wrath and look to you to appease the gods.	The Hunt	rom_event_document.png	barb_diplomacy.png	false
rom_subject_barb_trade_1_Silk	true	A merchant from distant lands has arrived. He wishes to trade his strange, shiny material with our people.	The Silk Trade	rom_event_document.png	barb_trade.png	false
rom_subject_barb_trade_2_Spices	true	A merchant from the distant south wishes to trade his incense and spices with our people.	Incense & Spice & All Things Nice	rom_event_document.png	barb_trade.png	false
rom_subject_barb_trade_3_Nisean	true	A trader from distant lands has come to our land. He claims to be selling the finest horses known to man!	The Horses from Across the Sea	rom_event_document.png	barb_trade.png	false
rom_subject_barb_trade_4_Wine	true	A Greek trader has come to the tribe offering to trade the sweet wines of his homeland.	Nectar of the Gods	rom_event_document.png	barb_trade.png	false
rom_subject_barb_trade_5_tyrian_purple	true	A merchant from distant lands has arrived in our lands. He has brought a strange new dye that creates a rich colour our people have never seen before.	Tyrian Purple	rom_event_document.png	barb_trade.png	false
rom_subject_barb_vanquished_leader	true	The leader of a vanquished tribe has arrived in your lands, seeking protection from his enemies.	Sanctuary	rom_event_document.png	barb_diplomacy.png	false
rom_subject_barb_witchcraft	true	A woman in your family stands accused of witchcraft! Her recent arrival marked the start of a terrible drought and the people fear her and her "powers".	The Witchcraft	rom_event_document.png	barb_politics.png	false
rom_subject_eastern_archon_1_death	true	A man sent friends to beg you to overturn his death sentence. They claim his crime does not fit the punishment handed down by your magistrate.	The Price of Mercy	rom_event_document.png	east_generic.png	false
rom_subject_eastern_archon_2_plenty_slaves	true	One of your magistrates is concerned about the high number of slaves in his province. He feels that this may prove dangerous.	Slaves, Slaves, Everywhere	rom_event_document.png	agent_rally_slaves.png	false
rom_subject_eastern_archon_3_lack_slaves	true	One of your magistrates is complaining about a lack of slaves in his province. Public works are taking an age and some men don't even have bed slaves!	A Lack of Slaves	rom_event_document.png	east_civ_down.png	false
rom_subject_eastern_archon_4_evil_eye	true	One of your magistrates has fallen prey to the evil eye. His bad luck is seeping into the soil of his lands and the people go hungry.	The Evil Eye	rom_event_document.png	disaster_famine.png	false
rom_subject_eastern_archon_5_Barren_land	true	One of your magistrates informs us that his lands are barren. The harvest has failed, and the farmers worry the same will happen next year if nothing is done.	Barren Lands	rom_event_document.png	disaster_famine.png	false
rom_subject_eastern_concubine_1_foreign_beauty	true	A beautiful young woman has arrived at court. She is a gift from a foreign ruler seeking to gain your favour.	The Gift of Beauty	rom_event_document.png	east_diplomacy.png	false
rom_subject_eastern_concubine_1_foreign_beauty_followup	false	The beautiful and charming woman was soon with child and gave birth to a son. She claims the child is of your blood.	The Gift of Beauty	rom_event_document.png	east_celebration.png	false
rom_subject_eastern_concubine_2_killer_queen	true	A concubine has been found guilty of plotting to kill your wife. The mad woman believed you would chose her to be your new wife. How would you like to proceed?	Foul Plots	rom_event_document.png	east_generic.png	false
rom_subject_eastern_concubine_3_plots	true	There are rumours at court that a favoured concubine wishes to place her son on the throne. News of this intrigue has reached us from her fellow concubines, who were more than happy to reveal her plans.	Deadly Rumours	rom_event_document.png	east_politics.png	false
rom_subject_eastern_concubine_3_plots_followup	false	These scheming women have tricked you! This cannot stand!	Deadly Rumours	rom_event_document.png	east_generic.png	false
rom_subject_eastern_creature_1_griffin	true	A traveller from distant lands has appeared offering to sell you the bones of a griffin. 	The Bones of Monsters	rom_event_document.png	east_diplomacy.png	false
rom_subject_eastern_creature_2_djinn	true	A dust-stained and travel-worn stranger seeks an audience. He claims to have knowledge of the whereabouts of a djinn!	The Mystery of the Sands	rom_event_document.png	east_generic.png	false
rom_subject_eastern_creature_2_djinn_followup	false	The Djinn is offering to take you deeper into the desert to find the forgotten treasure of a long-dead king. 	The Mystery of the Sands	rom_event_document.png	east_diplomacy.png	false
rom_subject_eastern_family_member_1_revenge	true	A member of your family is seeking vengeance for the murder of her husband. She wants your permission to hire a man to track her husband's murderer and bring him to justice.	Vengeance	rom_event_document.png	east_male_agent_killed.png	false
rom_subject_eastern_family_member_2_debauched	true	A member of your family has come to plead with you to reinstate her son. The disgraced boy was banished from court, but his mother claims that he has learned the error of his ways.	Blood is Blood	rom_event_document.png	east_generic.png	false
rom_subject_eastern_family_member_2_debauched_followup	false	Once again, the boy has disgraced the family name! Something must be done!	Blood is Blood	rom_event_document.png	east_civ_down.png	false
rom_subject_eastern_family_member_3_greek_lover	true	A member of your family is having an affair! With her Greek physician! O! The shame!	The Greek Affair	rom_event_document.png	east_generic.png	false
rom_subject_eastern_family_member_3_greek_lover_followup	false	As suspected, the girl had not listened to her betters and soon returned to her Greek lover. Something must be done…	The Greek Affair	rom_event_document.png	east_generic.png	false
rom_subject_eastern_family_member_4_kidnapped	true	The pregnant wife of one of your generals has been captured by the enemy. They are offering to return her, for the right price.	The Price of Loyalty	rom_event_document.png	east_generic.png	false
rom_subject_eastern_profession_1_Goldsmith	true	Word has reached us of a Gallic slave whose skills as a goldsmith are fast becoming legend.	The Golden Gaul	rom_event_document.png	east_trade.png	false
rom_subject_eastern_profession_2_rhyton	true	A metalsmith is making rhyton of surpassing beauty. His skills are noteworthy, and only the rich and influential can hope to buy one of his pieces.	The Rython	rom_event_document.png	east_trade.png	false
rom_subject_eastern_profession_3_caravans	true	A merchant has come to you seeking protection for his caravan. Bandits have been targeting the trade routes around your lands and he fears an attack.	Bandits	rom_event_document.png	agent_wreck_supplies.png	false
rom_subject_eastern_profession_3_gosan	true	A gosan has written a mocking poem about one of your generals. The man is outraged and demands that something be done to restore his tattered honour.	Poisoned Words	rom_event_document.png	east_generic.png	false
rom_subject_eastern_religious_1_star_flood	true	The astronomers warn of ill omens in the stars, signs that forewarn of a terrible flood.	Ill Omens	rom_event_document.png	disaster_flood.png	false
rom_subject_eastern_religious_2_dark_dreams	true	A member of your family is concerned about a reoccurring dream. In her dream, a dark cloud descended on your lands and engulfed your people.	In the Dark of the Night	rom_event_document.png	east_generic.png	false
rom_subject_eastern_religious_2_dark_dreams_followup	false	Steps need to be taken if the terrible events foreshadowed by the dream are to be averted. What would you have us do?	In the Dark of the Night	rom_event_document.png	east_diplomacy.png	false
rom_subject_eastern_religious_3_star_prosperity	true	Your astrologers have fantastic news! The stars are coming into an alignment that will bring great prosperity to you and your people.	Good Omens	rom_event_document.png	east_celebration.png	false
rom_subject_eastern_religious_4_star_baby	true	Your astrologers warn that a child recently born into your family came into the world under baleful stars. This child's ill luck cannot be allowed to taint the rest of the family.	Baleful Stars	rom_event_document.png	east_generic.png	false
rom_subject_eastern_religious_4_star_baby_followup	false	Your lands are in the grip of a terrible drought, and the people blame the presence of the ill-fated child.	Baleful Stars	rom_event_document.png	attrition_desert.png	false
rom_subject_eastern_trade_1_Silk	true	A merchant from distant lands wishes to trade with our people. He has a regular supply of silk, that amazing, rare and sought-after commodity. 	The Silk Trade	rom_event_document.png	east_trade.png	false
rom_subject_eastern_trade_2_Nisean	true	The horses of Nisea are rightly thought the finest in the world. Your traders make an excellent living selling them but, as they sell more of them, the less prestigious these once-fabled beasts become.	The Nisean Legend	rom_event_document.png	east_faction.png	false
rom_subject_family_member_6_pirates_followup	false	The fool! When the boy heard of the ransom you had paid he insisted he was worth more. The pirates are now demanding double!	Pirates!	rom_event_document.png	east_sea_victory.png	false
rom_subject_hellenic_family_member_1_debt	true	A young member of a rival family has found himself with serious debts. Perhaps we can use this to our advantage…	Careless Sons	rom_event_document.png	agent_hire.png	false
rom_subject_hellenic_family_member_2_debt_own	true	A member of our family has run up considerable debts. His actions have brought disgrace upon him and the whole family.	Black Sheep	rom_event_document.png	agent_hire.png	false
rom_subject_hellenic_family_member_3_promising	true	A distant member of the family shows signs of greatness. Despite his age, it is said that the boy is a natural leader.	A Promising Youth	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_family_member_4_Agamemnon	true	The seas have been becalmed for quite some time. If we are to trade, and send warships against our enemies, we must regain the favour of Poseidon by making an offering…	A Heavy Price	rom_event_document.png	greek_navy_up.png	false
rom_subject_hellenic_family_member_4_Agamemnon_followup	false	In a madness of grief the child's mother has murdered her husband, one of your generals.	A Heavy Price	rom_event_document.png	rom_male_agent_killed.png	false
rom_subject_hellenic_family_member_debt_own_followup	false	Does this man have no shame?! We have received word that he is using the power of our family name to intimidate his creditors!	No Shame!	rom_event_document.png	agent_betray.png	false
rom_subject_hellenic_hetaira_1	true	This hetaira has been the companion of your general for some time but now she rejects his advances. The man is humiliating himself in his attempts to win her back.	Lost Love	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_hetaira_2	true	Phryne was seen dancing naked in the streets during a festival dedicated to Poseidon. This disgraceful act offends Poseidon and Athena!	Wrath of Athena	rom_event_document.png	east_celebration.png	false
rom_subject_hellenic_hetaira_3	true	This woman is with child. She claims, openly and in the streets, that the father is a man of your blood. A bastard from a hetaira can ruin a man's reputation.	A Question of Blood	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_hetaira_4	true	A beautiful young hetaira has been stoned to death by local women, jealous of her beauty and talent.	Wrath of Aphrodite	rom_event_document.png	rom_female_agent_killed.png	false
rom_subject_hellenic_magistrate_1_Barren_land	true	One of your magistrates is claiming his lands are barren. The harvest has failed, and the farmers worry the same will happen next year if nothing is done.	Barren Lands	rom_event_document.png	disaster_famine.png	false
rom_subject_hellenic_magistrate_2_Wine	true	One of your magistrates is complaining about the deteriorating quality of wine in his province. He claims even barbarians would refuse to drink it!	Nectar of the Gods	rom_event_document.png	rom_trade.png	false
rom_subject_hellenic_magistrate_3_lack_slaves	true	One of your magistrates is complaining about the lack of slaves in his province. He feels that more slaves would help to improve the productivity of his lands and boost the local economy.	A Lack of Slaves	rom_event_document.png	agent_rally_slaves.png	false
rom_subject_hellenic_magistrate_4_plenty_slaves	true	One of your magistrates is complaining about the number of slaves in his province. He fears they may soon outnumber citizens. Only the gods know what such madness may bring!	Slaves, Slaves, Everywhere	rom_event_document.png	agent_rally_slaves.png	false
rom_subject_hellenic_magistrate_5_bad_wife	true	The wife of one of your magistrates is claiming that a young general forced himself upon her. Her husband has come to you seeking permission to kill the young man.	The Wife of the Magistrate	rom_event_document.png	agent_betray.png	false
rom_subject_hellenic_profession_1_Goldsmith	true	Word has reached us of a Gallic slave whose skills as a goldsmith are fast becoming legend.	The Golden Gaul	rom_event_document.png	rom_trade.png	false
rom_subject_hellenic_profession_2_Blacksmith	true	There are rumours of an old blacksmith who lives in the depths of the forest. People claim that he forges the finest spearheads and swords the world has ever seen.	The Hidden Forge	rom_event_document.png	agent_combat.png	false
rom_subject_hellenic_profession_4_Priestess	true	In order to pay for the upkeep of the temples, the High Priestess intends to introduce a temple tax.	The Price of Devotion	rom_event_document.png	agent_hire.png	false
rom_subject_hellenic_profession_5_Librarian	true	Deep in an abandoned vault, a librarian has found a set of ancient scrolls, containing long-forgotten knowledge.	Forbidden Knowledge	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_profession_6_Slaver	true	Slavers have arrived in your ports with a shipment of high quality slaves. But which of them catches your eye?	The Slaver	rom_event_document.png	greek_navy_up.png	false
rom_subject_hellenic_profession_7_Miner	true	A miner has come across a rich deposit of ore in the hills not far from one of your mines.	All that Glitters...	rom_event_document.png	rom_trade.png	false
rom_subject_hellenic_religions_1_Dodona	true	A traveller from Dodona brings word of ill omens at the Oracle. As the news spreads people panic, fearing the wrath of the gods.	Ill Omens	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_religious_2_Dodona	true	A priestess from Dodona brings happy tidings! The rustling of the oak leaves has told her much of the future fortunes of our people. 	Oaken Whispers	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_religious_3_Chalcon	true	After hearing the riddle of Pythia of Delphoi, Chalcon and his wife have decided to pay you a visit.	Chalcon the Traveller	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_religious_4_Delphoi	true	A beggar-priest has arrived from Delphoi. He speaks in riddles, uses divinations on the street, and babbles of the Oracle's ill omens. His words trouble the people…	Riddles & Divination	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_religious_5_Epidaurus	true	A once-lame man, cured in Epidaurus, is walking the streets and rejoicing. The people are abandoning their homes and work to follow him on a pilgrimage to honour the gods.	Young Pilgrims	rom_event_document.png	east_celebration.png	false
rom_subject_hellenic_religious_6_hedonistic	true	Our people have become lustful and hedonistic, thinking only of pleasure and failing to give the gods the respect they deserve.	A Lust for Life	rom_event_document.png	east_celebration.png	false
rom_subject_hellenic_religious_7_Bura	true	A priestess has arrived from Bura. The dice of the Oracle have foretold good fortune for our people!	Favoured by the Gods	rom_event_document.png	greek_faction.png	false
rom_subject_hellenic_slaves_1_secrets	true	A servant from the house of a rival family has been discussing their secrets in the market. She may have valuable information that we could use to discredit our rivals.	The Value of Silence	rom_event_document.png	rom_trade.png	false
rom_subject_hellenic_slaves_2_Thracian	true	Our Thracian slave girl has been captured by a political opponent. A trusted member of our household for many years, she knows everything about our family. These people will use her knowledge to ruin us.	The Word of a Slave	rom_event_document.png	agent_hire.png	false
rom_subject_hellenic_slaves_3_slavedriver	true	This man was once a slave but as a slave driver he is cruel and heartless. His lack of compassion and the regular beatings he gives are making the slaves rebellious.	Spare the Whip	rom_event_document.png	agent_rally_slaves.png	false
rom_subject_hellenic_trade_1_Silk	true	A merchant from distant lands wishes to trade with our people. He has a regular supply of silk, that amazing, rare and sought-after commodity. 	The Silk Trade	rom_event_document.png	rom_trade.png	false
rom_subject_hellenic_trade_2_Spices	true	A merchant from the distant south wishes to trade incense and spices with our people.	Incense & Spice & All Things Nice	rom_event_document.png	rom_trade.png	false
rom_subject_hellenic_trade_3_Nisean	true	A trader has arrived from Nisea, claiming to sell the finest horses in the known world!	Nisean Stallions	rom_event_document.png	rom_trade.png	false
rom_subject_roman_creature_dolphin	true	A young boy in this province has befriended a dolphin. So great is their bond that the creature allowed the boy to saddle it. The spectacle drew visitors from far and wide and the cost of entertaining them is taking its toll on the province's finances.	The Dolphin Rider	rom_event_document.png	rom_generic.png	false
rom_subject_roman_creature_white_faun_1	true	Your general has got a pet fawn: the creature is milk-white and follows him around like a loyal dog. He claims it is a gift from Diana, the Huntress.	The Pale Fawn	rom_event_document.png	rom_civ_up.png	false
rom_subject_roman_cult_1	true	Members of a strange new cult have been caught desecrating a temple of the gods! What would you like to do with these godless monsters?	Cultists	rom_event_document.png	rom_politics.png	false
rom_subject_roman_family_member_1_blessed	true	A distant member of the family is said to have a pet eagle. The bird came to the boy and perched on his right shoulder, a sure sign of greatness!	Blessed by the Gods	rom_event_document.png	rom_civ_up.png	false
rom_subject_roman_family_member_2_harlot	true	Your daughter's indiscretions are the talk of Rome. Her behaviour is discussed in hushed whispers by all the women of standing, and even the slaves smile about her exploits!	Child of Ill-repute	rom_event_document.png	rom_civ_down.png	false
rom_subject_roman_family_member_2_harlot_followup	false	Angered by his young wife's behaviour your son-in-law demands that you do something immediately. 	Child of Ill-repute	rom_event_document.png	rom_generic.png	false
rom_subject_roman_family_member_3_long_lost	true	A young boy with an uncanny resemblance to a member of your family has appeared. He claims to be the man's son by the daughter of another patrician family.	Long Lost Son	rom_event_document.png	rom_generic.png	false
rom_subject_roman_family_member_4_Vicious_words	true	One of our family members has been apprehended outside the Senate. She attacked a Senator who had spoken ill of her husband, stabbing him through the tongue with a hairpin.	Vicious Words	rom_event_document.png	rom_female_agent_wounded.png	false
rom_subject_roman_family_member_5_Child_mars	true	Your daughter is with child. She swears she has never known the touch of a man and believes that the child is a gift from Mars, the god of war.	Child of Mars	rom_event_document.png	rom_generic.png	false
rom_subject_roman_family_member_6_pirates	true	A member of your family has been captured by pirates! The sea-scum are offering to return the boy, in exchange for a substantial ransom.	Pirates!	rom_event_document.png	rom_sea_defeat.png	false
rom_subject_roman_family_member_6_surgeon	true	A member of your family has been dabbling in surgery. His skill with a knife leaves a little to be desired, and the pile of bodies is becoming difficult to hide.	A Bloody Secret	rom_event_document.png	agent_hire.png	false
rom_subject_roman_general_cloaka_maxima	true	Your general is seeking permission to sail down the Cloca Maxima. He feels the spectacle will provide distraction for the people and display this impressive piece of Roman architecture. 	A Filthy Spectacle	rom_event_document.png	rom_celebration.png	false
rom_subject_roman_guardian_1	true	A member of your family has been found guilty of poisoning his ward to inherit the boy's lands. What would you have us do with him?	Dark Deeds	rom_event_document.png	agent_poison.png	false
rom_subject_roman_guardian_1_followup	false	The man is attempting to use Roman law to save his miserable life. He claims that a Roman citizen should not be put to death with foreigners and slaves.	Dark Deeds	rom_event_document.png	rom_generic.png	false
rom_subject_roman_legate_1_Poisoner	true	One of your governors has been found dead. All the signs point towards poisoning, how should we proceed?	The Poisoner's Art	rom_event_document.png	agent_poison.png	false
rom_subject_roman_legate_1_Poisoner_followup	false	We cannot let the murder of a Roman legate go unpunished.	The Poisoner's Art	rom_event_document.png	agent_poison.png	false
rom_subject_roman_legate_2_Horned	true	Word is spreading that the wife of a governor has taken a slave for a lover! She flaunts the relationship in Rome while her husband toils in his province.	The Horned Governor	rom_event_document.png	rom_generic.png	false
rom_subject_roman_legate_3_Lack_slaves	true	One of your magistrates is complaining about the lack of slaves in his province. He feels that more slaves would help to improve the productivity of his lands and boost the local economy.	A Lack of Slaves	rom_event_document.png	rom_civ_down.png	false
rom_subject_roman_legate_4_Plenty_slaves	true	One of your magistrates is complaining about the number of slaves in his province. He fears they may soon outnumber true Romans. Only the gods know what such madness may bring!	Slaves, Slaves, Everywhere	rom_event_document.png	agent_rally_slaves.png	false
rom_subject_roman_profession_1_Stranger	true	A strange old woman has appeared offering to sell you nine books of prophecy. 	The Stranger	rom_event_document.png	rom_trade.png	false
rom_subject_roman_profession_2_Lanista	true	A lanista, hoping to gain favour, has performed a number of unsavoury tasks for a family member. This scum is now attempting to blackmail you.	Grasping Lanista	rom_event_document.png	agent_hire.png	false
rom_subject_roman_profession_3_Gladiator	true	A legendary gladiator nears the end of his time in the arena, and the streets are a-buzz with rumours of how he will end his illustrious career.	Legend of the Sands	rom_event_document.png	agent_combat.png	false
rom_subject_roman_profession_4_Charioteer	true	Scorpus, the legendary charioteer, has been killed during a race. The people are heartbroken and call for this great man to be honoured.	Death of a Legend	rom_event_document.png	agent_combat.png	false
rom_subject_roman_profession_5_Captain	true	A Carthaginian captain has been captured. As head officer of a trade fleet he will have knowledge of trade routes and destinations that could prove profitable.	Valuable Information	rom_event_document.png	greek_navy_up.png	false
rom_subject_roman_religious_1_haruspay	true	A trusted haruspex has come to us with troubling news. While examining the innards of a boar he found that the beast had no heart! The gods are displeased!	A Beast with no Heart	rom_event_document.png	rom_generic.png	false
rom_subject_roman_religious_2_chickens	true	The keeper of the auspice chickens informs us that the birds have eaten heartily, a sure sign that we are favoured by the gods!	The Chickens have Spoken	rom_event_document.png	rom_generic.png	false
rom_subject_roman_religious_3_augres	true	Birds have been seen flying in the Senate! This is the worst possible omen! The gods are furious!	Bad Omen	rom_event_document.png	rom_politics.png	false
rom_subject_roman_religious_4_vestal	true	A Vestal virgin has been found guilty of sexual impropriety. Her lover has already been flogged to death. What should be done with her?	Fallen Vestal 	rom_event_document.png	rom_generic.png	false
rom_subject_roman_trade_aventine_gang_1	true	A gang has taken control of the ports in Rome and is attempting to control the city's grain supply.	Trouble on the Aventine	rom_event_document.png	rom_civ_down.png	false
